Behavioral_Index,Stage_fear,Drained_after_socializing,Personality
3.4943798872940692,1,1,1
3.506785948790822,1,1,1
2.5059840016357136,1,1,1
1.9919738672710765,1,1,1
2.4879156918423404,1,1,1
3.481973825797316,1,1,1
1.9919738672710765,1,1,1
1.9925754169162415,1,1,1
2.4929763904937956,1,1,1
3.4914936734550612,1,1,1
0.998517282961266,1,1,1
1.9881162679099509,1,1,1
1.493857557887365,1,1,1
1.4791668321967693,1,1,1
3.3118005099625067,1,1,1
2.4811718786422072,1,1,1
3.001324276561813,1,1,1
2.9809713025745967,1,1,1
2.9978365130776408,1,1,1
2.504780902345384,0,1,1
1.9954616307552484,1,1,1
3.506785948790822,1,1,1
2.9809713025745967,1,1,1
1.9993192301163745,1,1,1
2.5059840016357136,1,0,1
2.9939789137165147,1,1,1
1.4944591075325295,1,1,1
2.810592247503759,1,1,1
1.9970345659225321,1,1,1
2.0837111631315013,1,1,1
2.4799687793518777,1,1,1
1.9881162679099509,1,1,1
3.9874354980263256,1,1,1
0.9861112214645128,1,1,1
3.4988390363003594,1,1,1
1.493857557887365,1,1,1
2.99337736407135,1,1,1
1.9795678057743233,1,1,1
2.492374840848631,1,1,1
3.4920952231002262,1,1,1
1.9919738672710765,1,1,1
2.4958626043328027,1,1,1
3.490892123809897,1,1,1
4.492897170255334,1,1,1
1.9795678057743233,1,1,1
1.9954616307552484,1,1,1
3.4914936734550612,1,1,1
1.4989182565388202,1,1,1
2.4799687793518777,1,1,1
3.490892123809897,1,1,1
1.9801693554194884,1,1,1
2.986032001226052,1,1,1
1.9954616307552484,1,1,1
2.99337736407135,1,1,1
0.9934565843098107,1,1,1
2.5059840016357136,1,1,1
3.9998415595230785,1,1,1
2.4929763904937956,1,1,1
3.9874354980263256,1,1,1
1.9993192301163745,1,1,1
2.4799687793518777,1,1,1
1.4989182565388202,1,1,1
2.0049814784129945,1,1,1
1.7353259450638288,1,1,1
1.5039789551902756,1,1,1
2.5009233029842584,1,1,1
2.998438062722805,1,1,1
3.9874354980263256,1,1,1
1.2692820144836712,1,1,1
2.986633550871217,1,1,1
3.487034524448771,1,1,1
1.984628504425779,1,1,1
1.8042852910690808,1,1,1
3.9924961966777803,1,1,1
3.9998415595230785,1,1,1
2.498037089145251,1,1,1
1.9925754169162415,0,1,1
2.986032001226052,1,1,1
0.49305561073225634,1,1,1
2.4879156918423404,1,1,1
2.488517241487505,1,1,1
3.481973825797316,1,1,1
2.498037089145251,1,1,1
2.9854304515808874,1,1,1
1.486512195042067,1,1,1
2.9939789137165147,1,1,1
0.49305561073225634,1,1,1
2.653678694490096,1,1,1
2.5053824519905485,1,1,1
1.9993192301163745,1,1,1
1.9925754169162415,1,1,1
2.500321753339094,1,1,1
1.4915728936935224,1,1,1
1.9999207797615393,1,1,1
9.49125601273968,0,0,0
12.488490976172157,0,0,0
9.97925092482048,0,0,0
11.494063006340225,0,0,0
8.985192790865504,0,0,0
9.51221053637206,0,0,0
11.990976216433609,0,0,0
12.477889563610898,0,0,0
13.78483646494185,0,0,0
11.488290578662212,0,0,0
11.74496581167957,0,0,0
11.847938083316617,0,0,0
9.479451500888091,0,0,0
10.981857520911085,0,0,0
9.500775860397425,0,0,0
12.009154705608376,0,0,0
13.521080573289114,0,0,0
10.511207834591675,0,0,0
8.982908126671663,0,0,0
10.999324281059291,0,0,0
9.502089139069149,0,0,0
11.990374666788444,0,0,0
13.00767198856964,0,0,0
11.489603857333936,0,0,0
12.985635900033747,0,0,0
11.983029303943146,0,0,0
13.97788938505323,0,0,0
12.986237449678914,0,0,0
9.98937232212339,0,0,0
11.01727105646585,0,0,0
10.009725296110608,0,0,0
11.000405845962806,0,0,0
12.4954665031405,0,0,0
10.502891086224258,0,0,0
13.488321537805144,0,0,0
15.986358626950397,0,0,0
9.605681035364414,0,0,0
11.120871348565952,0,0,0
12.49643788866262,0,0,0
9.010004913859012,0,0,0
12.009154705608376,0,0,0
9.500284490133655,0,0,0
12.989493499394875,0,0,0
14.98555667979529,0,0,0
10.981255971265918,0,0,0
11.996748644111623,0,0,0
9.50534518878511,0,0,0
10.51747163253346,0,0,0
12.982148136549577,0,0,0
10.49554572337896,0,0,0
11.00992569362055,0,0,0
14.195411942573166,0,0,0
8.505746340920332,0,0,0
13.992100095485476,0,0,0
12.468369715953152,0,0,0
13.484833774320974,0,0,0
10.97042284493645,0,0,0
11.504294583024532,0,0,0
10.01646910931074,0,0,0
11.012210357814393,0,0,0
9.972507111620347,0,0,0
10.010806861014121,0,0,0
13.47591547630839,0,0,0
11.974111005930565,0,0,0
8.990855039162126,0,0,0
8.504543241630001,0,0,0
12.983952785485071,0,0,0
10.009123746465441,0,0,0
11.00546654461426,0,0,0
13.468570113463095,0,0,0
10.972105959485127,0,0,0
12.49872255285646,0,0,0
11.972427891381887,0,0,0
9.991656986317233,0,0,0
11.517672030043403,0,0,0
10.500606422030415,0,0,0
10.981857520911085,0,0,0
9.004944215207557,0,0,0
16.11691300629171,0,0,0
11.494664555985391,0,0,0
14.290174873268178,0,0,0
11.486116093849763,0,0,0
9.996116135323524,0,0,0
8.993139703355968,0,0,0
10.99654824660168,0,0,0
13.981978698182566,0,0,0
10.521006771335212,0,0,0
10.46496117270744,0,0,0
8.49334027942358,0,0,0
8.790515495854711,0,0,0
10.99654824660168,0,0,0
11.482628330365591,0,0,0
11.981346189394468,0,0,0
9.991656986317233,0,0,0
12.477288013965733,0,0,0
9.494743776223851,0,0,0
12.013613854614666,0,0,0
9.00674886414305,0,0,0
9.483910649894382,0,0,0
12.01987765255645,0,0,0
15.441394106037286,0,0,0
3.4943798872940692,1,1,1
3.2356726267977365,1,1,1
2.4850294780033333,1,1,1
12.475003349771889,0,0,0
13.436302448242895,0,0,0
12.985635900033747,0,0,0
2.4891187911326695,1,1,1
2.0028069936005464,1,1,0
3.48257537544248,1,1,1
0.9940581339549753,1,1,1
4.9938996934780535,1,1,0
2.4974355395000862,1,1,1
3.9880370476714897,1,1,1
15.477039355360262,0,0,0
2.5009233029842584,1,1,0
4.472544196268119,1,1,1
14.443848208598139,0,0,0
13.46748854855958,0,0,0
1.5030075696681569,1,1,0
17.43625418714737,0,0,0
16.455573500211266,0,0,0
2.9889182150650595,1,1,0
2.4958626043328027,1,1,0
12.960112048013682,0,0,0
3.009271189052275,1,1,1
1.9875147182647859,1,1,1
1.9881162679099509,1,1,1
14.002933221814947,0,0,0
18.948180054828107,0,0,0
13.480374625314683,0,0,0
13.982950083704687,0,0,0
4.985952780987591,1,1,0
15.964924088059668,0,0,0
1.4995198061839852,1,1,1
12.451874341327061,0,0,0
15.485957653372843,0,0,0
15.463320015191783,0,0,0
10.990405983046712,0,0,0
14.4711767095537,0,0,0
13.964401758652963,0,0,1
1.5018044703778275,1,1,1
4.000443109168243,1,1,1
2.982174401864926,1,1,1
2.4850294780033333,1,1,1
1.5119258676807381,1,1,1
2.632066669251324,1,1,1
2.978686638380754,1,1,1
12.487519590650036,0,0,0
3.4864329748036065,1,1,1
3.5147328612812845,1,1,1
3.48257537544248,1,1,1
1.5119258676807381,1,1,1
12.480174227804739,0,0,0
12.490295625107649,0,0,0
15.463320015191783,0,0,0
1.5039789551902756,1,1,1
14.43324679603688,0,0,0
3.001324276561813,1,1,1
2.0084692418971666,1,1,1
13.975604720859389,0,0,0
14.442766643694624,0,0,0
15.13867224407285,0,0,0
14.007993920466403,0,0,0
13.982950083704687,0,0,0
13.981978698182566,0,0,0
3.4746284629520177,1,1,1
1.7940057791343758,1,1,1
1.5030075696681569,1,1,1
3.4784860623131437,1,1,1
2.4799687793518777,1,1,1
16.968612249053784,0,0,0
14.405659831987913,0,0,0
2.5059840016357136,1,1,1
12.003382277930363,0,0,0
3.490892123809897,1,1,1
11.502981304352808,0,0,0
2.9662805768840013,1,1,1
2.9742274893744636,1,1,1
1.4871137446872318,1,1,1
13.447737124217529,0,0,0
2.007867692252002,1,1,1
14.983983744628004,0,0,0
15.970464801969472,0,0,0
3.0063849752132676,1,1,1
1.0008019471551086,1,1,1
14.453599770024095,0,0,0
2.9736259397292986,1,1,1
1.4791668321967693,1,1,1
5.4745492427135565,1,1,1
3.001324276561813,1,1,1
16.446175186940334,0,0,0
13.956085010285548,0,0,0
2.4805703289970427,1,1,1
2.4935779401389606,1,1,1
2.982174401864926,1,1,1
14.475034308914823,0,0,0
3.4920952231002262,1,1,1
11.479973830294794,0,0,0
14.462518068036676,0,0,0
3.96708252403911,1,1,1
11.97400082654917,0,0,0
11.981456368775863,0,0,0
3.4752300125971827,1,1,1
3.9756309861747368,1,1,1
13.991498545840313,0,0,0
2.465278053661282,1,1,1
3.471140699467846,1,1,1
0.998517282961266,1,1,1
14.963029220995624,0,0,0
12.965282926046532,0,0,0
3.5073874984359863,1,1,1
2.4732249661517445,1,1,1
3.006986524858432,1,1,1
15.95637562592404,0,0,0
11.003783430065582,0,0,0
4.985952780987591,1,1,1
12.49643788866262,0,0,0
12.955652899007392,0,0,0
2.4964641539779673,1,1,1
12.481978876740232,0,0,0
4.481092658403747,1,1,1
14.439990609237011,0,0,1
0.5004009735775543,1,1,1
2.0117252916131276,1,1,1
3.009271189052275,1,1,1
4.979208967787458,1,1,1
12.454650375784674,0,0,0
9.605681035364414,0,0,0
17.951235707034122,0,0,0
2.012928390903457,1,1,1
2.9815728522197613,1,1,1
14.973150618298535,0,0,0
12.468369715953152,0,0,1
2.5038095168232655,1,1,1
1.9993192301163745,1,1,1
4.4804911087585815,1,1,1
14.995788256479592,0,0,0
10.992458933472342,0,0,0
3.9800901351810274,1,1,1
2.5053824519905485,1,1,1
3.466080000816391,1,1,1
2.003408543245711,1,1,1
12.454650375784674,0,0,0
4.488438021249044,1,1,1
1.9919738672710765,1,1,0
5.479008391719847,1,1,1
13.975234884982433,0,0,0
2.0117252916131276,1,1,1
2.9815728522197613,1,1,1
15.580499428125684,0,0,1
15.469092442869798,0,0,0
3.481973825797316,1,1,1
2.996865127555522,1,1,1
0.5054616722290096,1,1,1
2.5127278148358467,1,1,1
2.485631027648498,1,1,1
12.482348712617188,0,0,0
2.485631027648498,1,1,0
5.980010914942566,1,1,1
1.9722224429290256,1,1,1
13.477118575598722,0,0,0
4.484950257764872,1,1,1
15.625827329125684,0,0,0
14.462026697772904,0,0,0
1.0058626458065638,1,1,1
1.9881162679099509,1,1,1
10.992458933472342,0,0,1
2.4879156918423404,1,1,0
3.476201398119301,0,1,1
13.982580247827732,0,0,0
12.962026876330572,0,0,1
3.4746284629520177,1,1,1
13.978121098821441,0,0,0
10.493862608830282,0,0,0
4.017977125817106,1,1,1
2.5009233029842584,1,1,1
2.998438062722805,1,1,1
1.984628504425779,1,1,1
1.5119258676807381,1,1,1
11.983261017711357,0,0,0
15.501851478353768,0,0,0
13.480374625314683,0,0,1
3.968285623329439,1,1,1
3.001324276561813,1,1,1
1.9795678057743233,1,1,1
10.492057959894789,0,0,0
3.286585770176408,1,1,1
3.96708252403911,1,1,1
4.500844082745797,1,1,1
3.499440585945524,1,1,1
3.489920738287778,1,1,1
2.978085088735589,1,1,1
11.960021829885132,0,0,0
2.9662805768840013,1,1,1
13.931041173523829,0,0,0
13.997872523163492,0,0,0
1.5113243180355733,1,1,1
14.944249182175692,0,0,0
11.968570292020761,0,0,0
13.97788938505323,0,0,0
16.95620618755703,0,0,0
13.438587112436739,0,0,0
5.479008391719847,1,1,1
2.840438845130955,1,1,1
3.013730338058566,1,1,1
2.0084692418971666,1,1,1
3.471742249113011,1,1,1
1.9795678057743233,1,1,1
11.980854819130698,0,0,0
3.001324276561813,1,1,1
11.488290578662212,0,0,0
2.4850294780033333,1,1,1
3.471316982753594,1,1,1
12.49100735413421,0,0,0
16.46254902717961,0,0,0
16.947657725421404,0,0,0
15.951314927272586,0,0,0
5.479609941365013,1,1,1
4.9938996934780535,1,1,1
16.943800126060278,0,0,0
14.485867435244293,0,0,0
2.9945804633616793,1,1,1
14.961346106446946,0,0,0
2.982174401864926,1,1,1
13.457736987133625,0,0,0
3.4920952231002262,1,1,1
12.453077440617388,0,0,0
1.4944591075325295,1,1,1
13.505186748308189,0,0,0
1.0008019471551086,1,1,0
3.4949814369392334,1,1,1
11.480453845553143,0,0,0
11.481656944843472,0,0,0
3.46728310010672,1,1,1
3.4746284629520177,1,1,1
15.524855019113785,0,0,0
4.9786074181422935,1,1,1
14.43324679603688,0,0,0
15.49450611550847,0,0,0
1.0109233444580192,1,1,1
12.955051349362229,0,0,0
2.4974355395000862,1,1,1
11.984833952878638,0,0,0
4.486153357055201,1,1,1
15.482100054011717,0,0,0
1.9722224429290256,1,1,1
4.454329333424473,1,1,0
11.488400758043607,0,0,0
2.4900901766547885,1,1,1
4.486153357055201,1,1,1
12.998643511175667,0,0,0
3.9924961966777803,1,1,1
3.481973825797316,1,1,1
15.470063828391918,0,0,0
15.44525170539841,0,0,0
2.4799687793518777,1,1,1
4.476031959752291,1,1,1
1.5039789551902756,1,1,1
12.938787688504348,0,0,0
13.000326625724345,0,0,0
14.976036832137542,0,0,0
3.466080000816391,1,1,1
5.486955304210309,1,1,1
11.968570292020761,0,0,0
12.974912953085672,0,0,0
11.956534066400963,0,0,0
11.49117679250122,0,0,0
13.986437847188856,0,0,0
2.9904911502323426,1,1,1
11.895613900095647,0,0,0
1.5018044703778275,1,1,1
11.489603857333936,0,0,0
15.958180274859535,0,0,0
3.5880888206510977,1,1,1
4.9786074181422935,1,1,1
2.47262341650658,1,1,1
12.494864953495334,0,0,0
2.5009233029842584,1,1,1
12.456935039978516,0,0,0
15.441394106037286,0,0,0
3.0063849752132676,1,1,1
14.498273496741046,0,0,0
3.9806916848261924,1,1,1
3.9998415595230785,1,1,1
13.963430373130846,0,0,0
13.953568632323496,0,0,0
5.4745492427135565,1,1,1
3.968285623329439,1,1,1
3.506785948790822,1,1,0
3.975029436529572,1,1,1
14.981097530788999,0,0,0
12.49426340385017,0,0,0
4.007788472013541,1,1,1
14.957858342962773,0,0,0
14.17161490930677,0,0,0
2.9809713025745967,1,1,1
2.485631027648498,1,1,1
4.978005868497129,0,1,1
9.976966260626638,0,0,0
12.49643788866262,0,0,0
3.967684073684274,1,1,1
16.002252451931323,0,0,0
12.487519590650036,0,0,0
4.468686596906993,1,1,1
2.9656790272388363,1,1,1
1.9954616307552484,1,1,1
12.953478414194944,0,0,0
16.44882968701113,0,0,0
9.486796863733389,0,0,0
12.4881211402952,0,0,0
1.9881162679099509,1,1,1
3.4796891616034733,1,1,1
3.993097746322945,1,1,1
13.488321537805144,0,0,0
13.468090098204746,0,0,0
4.9938996934780535,1,1,1
13.501329148947063,0,0,0
1.5039789551902756,1,1,1
12.930840776013886,0,0,0
14.431442147101384,0,0,1
12.945531501704481,0,0,0
12.474511979508119,0,0,0
13.490496022617595,0,0,0
2.012928390903457,1,1,1
11.944729554549372,0,0,0
3.995382410516788,1,1,1
13.970544022207932,0,0,0
16.951636859169344,0,0,0
16.94537306122756,0,0,0
13.461114571236402,0,0,0
3.4666815504615554,1,1,1
16.97595761189908,0,0,0
3.4943798872940692,1,1,1
13.554739484217244,0,0,0
12.955652899007392,0,0,0
3.4920952231002262,1,1,1
13.439188662081904,0,0,0
2.012928390903457,1,1,1
0.49305561073225634,1,1,1
14.490326584250582,0,0,0
4.472544196268119,1,1,1
1.493857557887365,1,1,1
2.986633550871217,1,1,1
2.465278053661282,1,1,1
14.954370579478603,0,0,0
15.937705766485502,0,0,0
2.003408543245711,1,1,1
15.44079255639212,0,0,0
4.473747295558448,1,1,1
15.432244094256491,0,0,0
1.5039789551902756,1,1,1
16.96801069940862,0,0,0
2.9939789137165147,1,1,1
13.445932475282035,0,0,0
3.46728310010672,1,1,1
11.487920742785256,0,0,0
1.493857557887365,1,1,1
2.9736259397292986,1,1,1
2.0028069936005464,1,1,1
10.4729080851979,0,0,0
2.4879156918423404,1,1,1
15.828740250487563,0,0,0
1.9948600811100838,1,1,1
3.5000421355906886,1,1,1
11.481656944843472,0,0,0
1.0109233444580192,1,1,1
14.94545228146602,0,0,0
3.984549284187318,1,0,1
14.327959115793101,0,0,0
2.9662805768840013,1,1,1
13.949109483317205,0,0,0
11.989403281266323,0,0,0
15.95637562592404,0,0,0
2.012928390903457,1,1,1
2.47262341650658,1,1,1
14.95279764431132,0,0,0
1.5062636193841181,1,1,1
3.001324276561813,1,1,1
13.995587858969648,0,0,0
14.449140621017804,0,0,0
1.4915728936935224,1,1,1
1.5039789551902756,1,1,1
3.4949814369392334,1,1,1
1.9948600811100838,1,1,1
4.979208967787458,1,1,1
3.4864329748036065,0,1,1
1.0058626458065638,1,1,1
13.44304626144303,0,0,0
11.971826341736723,0,0,0
14.948338495305029,0,0,1
10.977768207781747,0,0,0
2.5009233029842584,1,1,1
0.9861112214645128,1,1,1
3.985150833832483,1,1,1
4.974148269136003,1,1,1
2.5133293644810113,1,1,1
14.963029220995624,0,0,1
15.481498504366552,0,0,0
1.9869131686196213,1,1,1
1.4995198061839852,1,1,1
2.003408543245711,1,1,1
4.493498719900499,1,1,0
13.460021651327466,0,0,0
15.977440328937815,0,0,0
1.9795678057743233,1,1,1
2.5088702154747207,1,1,1
3.46728310010672,1,1,1
14.969061305169198,0,0,0
1.4915728936935224,1,1,1
13.989925610673028,0,0,0
16.451235885591792,0,0,0
15.442597205327615,0,0,0
1.002005046445438,1,1,1
5.479609941365013,1,1,1
2.4964641539779673,1,1,1
0.5054616722290096,1,1,0
0.5054616722290096,1,1,1
13.334273713982913,0,0,0
4.473145745913284,1,1,1
3.001324276561813,1,1,1
11.988691552239766,0,0,0
1.5062636193841181,1,1,1
12.942645287865474,0,0,0
2.99337736407135,1,1,1
2.5009233029842584,1,1,1
15.943969564427286,0,0,0
2.5053824519905485,1,1,1
15.934449716769542,0,0,0
15.457657766895164,0,0,0
2.973024390084134,1,1,1
4.473145745913284,1,1,1
1.5018044703778275,1,1,1
12.480775777449903,0,0,0
1.5062636193841181,1,1,1
3.4784860623131437,1,1,1
1.9795678057743233,1,1,1
11.997841564020558,0,0,0
3.48257537544248,1,1,1
12.482348712617188,0,0,0
15.970464801969472,0,0,0
14.965203705808072,0,0,0
11.125371451656253,0,0,0
14.448908907249592,0,0,0
15.49679077970231,0,0,0
17.441314885798825,0,0,0
16.442196053192394,0,0,0
4.473747295558448,1,1,1
9.97925092482048,0,0,0
1.0109233444580192,1,1,1
13.480976174959848,0,0,0
12.930840776013886,0,0,1
3.993097746322945,1,1,1
3.4876360740939356,1,1,1
2.983145787387045,1,1,1
14.954370579478603,0,0,0
14.486358805508065,0,0,0
2.9736259397292986,1,1,1
12.98443280074342,0,0,0
2.983145787387045,1,1,1
3.487034524448771,1,1,1
2.492374840848631,1,1,1
0.9940581339549753,1,1,1
3.499440585945524,1,1,1
4.488438021249044,1,1,1
2.4805703289970427,1,1,1
3.006986524858432,1,1,1
16.47267042448252,0,0,0
12.494384938236985,0,0,0
2.9939789137165147,1,1,1
1.506865169029283,1,1,1
3.481973825797316,1,1,0
1.984628504425779,1,1,0
4.478206444564739,1,1,0
0.9934565843098107,1,1,1
14.959541457511452,0,0,0
14.431442147101384,0,0,0
15.434650292837151,0,0,0
13.953678811704888,0,0,0
14.55758440023807,0,0,0
0.9861112214645128,1,1,1
3.9715416730454005,1,1,1
1.5113243180355733,1,1,0
15.444771690140062,0,0,1
12.461995738629973,0,0,0
13.99884390868561,0,0,0
1.9954616307552484,1,1,0
15.434048743191987,0,0,0
2.9809713025745967,1,1,0
13.490126186740639,0,0,0
3.975029436529572,1,1,1
4.985952780987591,1,1,1
4.500844082745797,1,1,0
3.466080000816391,0,1,1
1.9801693554194884,1,1,1
13.487841522546798,0,0,0
1.4995198061839852,1,1,1
2.5088702154747207,1,1,1
3.9924961966777803,1,1,1
1.5113243180355733,1,1,1
13.483150659772296,0,0,0
3.9772039213420203,1,1,1
2.996865127555522,1,1,1
16.467609725831064,0,0,0
0.9940581339549753,1,1,1
16.44882968701113,0,0,0
2.996865127555522,1,0,1
3.995382410516788,1,1,1
2.6924086323033225,1,1,1
4.4804911087585815,1,1,1
2.508268665829556,1,1,1
3.8486911410802174,1,1,1
17.445774034805112,0,0,1
2.465278053661282,1,1,1
12.970945174343154,0,0,0
12.450191226778383,0,0,0
3.9924961966777803,1,1,1
4.974148269136003,1,1,1
3.46728310010672,1,1,1
2.513930914126176,1,1,1
15.449942568172911,0,0,0
1.984628504425779,1,1,1
15.478010740882379,0,0,0
13.963800209007799,0,0,0
14.964602156162908,0,0,0
12.959140662491563,0,0,0
13.978490934698396,0,0,1
2.4732249661517445,1,1,1
1.9954616307552484,1,1,1
2.4900901766547885,0,1,1
4.979208967787458,1,1,1
16.952718424072856,0,0,0
16.45737814914676,0,0,1
2.978085088735589,1,1,1
13.461114571236402,0,0,0
12.473430414604607,0,0,0
0.9940581339549753,1,1,1
9.97925092482048,0,0,0
10.972707509130291,0,0,0
3.487034524448771,1,1,1
15.467409328321121,0,0,0
15.980216363395428,0,0,0
3.01433188770373,1,1,1
1.9875147182647859,1,1,1
3.972143222690565,1,1,1
17.44071333615366,0,0,0
11.486717643494927,0,0,0
1.4995198061839852,1,1,1
10.950671420594398,0,0,1
2.0427210172053085,1,1,1
13.975836434627599,0,0,1
14.936903819330395,0,0,1
0.9940581339549753,1,1,1
11.967968742375596,0,0,0
15.466206229030792,0,0,0
15.455003266824367,0,0,0
2.488517241487505,1,1,1
11.4855145442046,0,0,0
10.482427932855648,0,0,0
1.9795678057743233,1,1,1
3.4920952231002262,1,1,1
2.513930914126176,1,1,1
3.48257537544248,1,1,1
4.484950257764872,1,1,1
15.459462415830657,0,0,0
16.455805213979474,0,0,0
3.96708252403911,1,1,1
16.475556638321528,0,0,0
14.453599770024095,0,0,0
12.962026876330572,0,0,0
12.962026876330572,0,0,0
0.9861112214645128,1,1,1
14.013330330925747,0,0,0
12.974432937827324,0,0,0
2.9945804633616793,1,1,1
